부스명,대표자,위치,위치(열),위치(번호),반부스,부스,대표 작품(원작),그 외 다루는 작품,쁘띠존,캐릭터,커플링,커플링 성향,그 외 커플링,매체,트위터,링크,행사명,개최일,대표 작품(원작)_원본
없어도 좋지만 있으면 더더욱 좋아요,로토스,,,,,1sp,,,,,,,,"조형,기타",dontdo312,https://dongne.co/event/dice05/circles/606747,다이스 페스타 #5,Day2,
에브리띵 에브리웨어 올 앳 크로스,MAE,,,,,1sp,,,,,,,,소설,ecl_not_lcl,https://dongne.co/event/dice05/circles/618456,다이스 페스타 #5,Day2,
에트랑제 앨리스,래빗홀,,,,,2sp,,,,,,,,소설,,https://dongne.co/event/dice05/circles/615442,다이스 페스타 #5,Day2,
여담,여타,,,,,2sp,,,,,,,,,iam_others,https://dongne.co/event/dice05/circles/643492,다이스 페스타 #5,Day2,
"연을빚다,연빚",연빚,,,,,2sp,,,,앵자기,,,,공예,,https://dongne.co/event/dice05/circles/650825,다이스 페스타 #5,Day2,
옆 부스도 우리 부스인 4PS,경우,,,,,4sp,,,,,,,,,kyungwoo5,https://dongne.co/event/dice05/circles/606838,다이스 페스타 #5,Day2,
"오, 겁스","두두, 스민",,,,,2sp,,,,,,,,,"kmandoodoo_trpg, tanzanite32_t1",https://dongne.co/event/dice05/circles/596467,다이스 페스타 #5,Day2,
온실속잡초처럼키워져서그래,"김쯔루, 김별가",,,,,2sp,,,,,,,,"기타,만화,게임",cheu_trpg,https://dongne.co/event/dice05/circles/603551,다이스 페스타 #5,Day2,
월드탑클래스샤기꾼,"범, 영화",,,,,2sp,,,,,,,,"소설,게임,공예","bumpg_, trbaepo",https://dongne.co/event/dice05/circles/605687,다이스 페스타 #5,Day2,
이름 보다 중요한 티알,다키,,,,,2sp,,,,,,,,,biran83262843,https://dongne.co/event/dice05/circles/603529,다이스 페스타 #5,Day2,
이름뭐함ㅂ1,사갸,,,,,1sp,,,,,,,,,,https://dongne.co/event/dice05/circles/648593,다이스 페스타 #5,Day2,
인간이 아닙니다,yung,,,,,2sp,,,,,,,,기타,roastedfeet_0w0,https://dongne.co/event/dice05/circles/595889,다이스 페스타 #5,Day2,
인체생성보고서,앚,,,,,2sp,,,,,,,,기타,trpg_dkw,https://dongne.co/event/dice05/circles/632749,다이스 페스타 #5,Day2,
일정이 없는 게 아니라 한정판 프리미엄 일정입니다만?,아마도딜로,,,,,1sp,,,,,,,,소설,amadodilo,https://dongne.co/event/dice05/circles/603083,다이스 페스타 #5,Day2,
재앙: 섬광,장진우,,,,,1sp,,,,,,,,,,https://dongne.co/event/dice05/circles/636979,다이스 페스타 #5,Day2,
적폐 동인 더블크로스,그냥사람,,,,,1sp,,,,,,,,게임,jaerhaum,https://dongne.co/event/dice05/circles/604330,다이스 페스타 #5,Day2,
절대 마감,얀별,,,,,2sp,,,,,,,,기타,yan_star_trpg,https://dongne.co/event/dice05/circles/605443,다이스 페스타 #5,Day2,
정말로 그렇게 하나요?,전자친구,,,,,4sp,,,,,,,,,af_trpg,https://dongne.co/event/dice05/circles/623761,다이스 페스타 #5,Day2,
정보재해: 당신은 인세시피를 하고싶다,"티그, QU4CK",,,,,2sp,,,,,,,,"기타,소설","tig_trpg, qu4ckt4ku",https://dongne.co/event/dice05/circles/596205,다이스 페스타 #5,Day2,
젤리냥의 앞발상점,이린,,,,,1sp,,,,,,,,"공예,기타",jellycat_store,https://dongne.co/event/dice05/circles/620032,다이스 페스타 #5,Day2,
종자한테 마감시키게 브람 각성이나 할까,"자몽씨앗, ⅖㎖",,,,,2sp,,,,,,,,기타,"zamong_trpg, 2_io_oi_5_trpg",https://dongne.co/event/dice05/circles/596016,다이스 페스타 #5,Day2,
지금 재난인데 니 은닉을 왜처까,147,,,,,2sp,,,,,,,,,n_4091,https://dongne.co/event/dice05/circles/606606,다이스 페스타 #5,Day2,
청춘밴드 TRPG 스트라토 샤우트 <스토샤>로 줄여부르기 위원회,야채칸,,,,,2sp,,,,,,,,,,https://dongne.co/event/dice05/circles/596608,다이스 페스타 #5,Day2,
체크셔츠,김이박,,,,,4sp,,,,,,,,소설,kimpersonlee,https://dongne.co/event/dice05/circles/622475,다이스 페스타 #5,Day2,
출근 못하면 죽는 병 걸림,청리,,,,,1sp,,,,"청려, 박문대, 김솔음, 최 요원, 이성해, J3, 백사헌",최 요원X김솔음,로맨틱,,소설,pa820mm,https://dongne.co/event/dice05/circles/608624,다이스 페스타 #5,Day2,
카페인페인,역설,,,,,2sp,,,,,,,,,paradoxcho,https://dongne.co/event/dice05/circles/606393,다이스 페스타 #5,Day2,
캉캉관광,캉캉,,,,,2sp,,,,,,,,소설,w_kangkang_,https://dongne.co/event/dice05/circles/605943,다이스 페스타 #5,Day2,
캔모아 범죄 다발 도시 지점,피자몬,,,,,2sp,,,,,,,,기타,pizza_and_coke,https://dongne.co/event/dice05/circles/599027,다이스 페스타 #5,Day2,
케르베로스,"냡, 샤난, 아프로",,,,,2sp,,,,,,,,"소설,기타","trpg_nyab, reloadcataclysm, stm_strm",https://dongne.co/event/dice05/circles/604257,다이스 페스타 #5,Day2,
크툴루가 없댔지 신화 생물이 없다고는 하지 않은 부스,"리드, 로벤티카",,,,,2sp,,,,,,,,,reed_who_,https://dongne.co/event/dice05/circles/642843,다이스 페스타 #5,Day2,
털찐이,털찐이,,,,,2sp,,,,바람분댕,,,,,tulzzini,https://dongne.co/event/dice05/circles/638577,다이스 페스타 #5,Day2,
토깽이 TRPG 분점,K,,,,,2sp,,,,,,,,소설,kra_trpg,https://dongne.co/event/dice05/circles/595863,다이스 페스타 #5,Day2,
튀어나와요! 야생불곰!,rha,,,,,1sp,,,,,,,,기타,rhatk2,https://dongne.co/event/dice05/circles/604739,다이스 페스타 #5,Day2,
티알이 고플 땐 저희를 드세요,"비빔참치마요, 이다",,,,,2sp,,,,,,,,소설,"bibimtunamayo, cider_trpg",https://dongne.co/event/dice05/circles/605502,다이스 페스타 #5,Day2,
티알하러왔는데이하트는뭐야,촊 ,,,,,1sp,,,,,,,,"기타,소설",dx_8_8,https://dongne.co/event/dice05/circles/595347,다이스 페스타 #5,Day2,
팀 기력비수기,비지,,,,,2sp,,,,,,,,,off_season_tr,https://dongne.co/event/dice05/circles/601910,다이스 페스타 #5,Day2,
팀 인스버스,멜,,,,,1sp,,,,,,,,"공예,기타,조형",melik_l_,https://dongne.co/event/dice05/circles/606427,다이스 페스타 #5,Day2,
팀 턀삼국찌,요람,,,,,4sp,,,,,,,,"게임,소설",,https://dongne.co/event/dice05/circles/602618,다이스 페스타 #5,Day2,
팀 플라워뱅크,레비,,,,,2sp,,,,,,,,,,https://dongne.co/event/dice05/circles/596359,다이스 페스타 #5,Day2,
파라곤 퀘스트,멤메,,,,,1sp,,,,,,,,기타,,https://dongne.co/event/dice05/circles/632888,다이스 페스타 #5,Day2,
폭신하게 세계멸망,"파블로프, 하늘",,,,,2sp,,,,,,,,"소설,기타",trpg_pablof,https://dongne.co/event/dice05/circles/595335,다이스 페스타 #5,Day2,
푸른꽃,푸른꽃,,,,,4sp,,,,,,,,"게임,공예,기타",team_blueflower,https://dongne.co/event/dice05/circles/605744,다이스 페스타 #5,Day2,
프로젝트 이터널,쿠키,,,,,1sp,,,,,,,,기타,eternal_tr,https://dongne.co/event/dice05/circles/603734,다이스 페스타 #5,Day2,
프로젝트 쿠키,프로젝트쿠키,,,,,2sp,,,,,,,,,projectkuki,https://dongne.co/event/dice05/circles/603603,다이스 페스타 #5,Day2,
하나 테이블,"레터, 나나",,,,,4sp,,,,,,,,"소설,기타","loveletter_214, ps__trpg",https://dongne.co/event/dice05/circles/650862,다이스 페스타 #5,Day2,
핢과 부셈이,"핢, 부셈이",,,,,1sp,,,,,,,,소설,trpg_harm,https://dongne.co/event/dice05/circles/606183,다이스 페스타 #5,Day2,
해日이 몰아치는 다크서클,해日,,,,,2sp,,,,,,,,,,https://dongne.co/event/dice05/circles/605843,다이스 페스타 #5,Day2,
현원탁,nora,,,,,4sp,,,,,,,,"소설,기타",nora_isthinking,https://dongne.co/event/dice05/circles/655144,다이스 페스타 #5,Day2,
혹시모를대비,사갸,,,,,1sp,,,,,,,,,,https://dongne.co/event/dice05/circles/644101,다이스 페스타 #5,Day2,
-,-,,,,,1sp,오오에 (大穢),,,,X,,,,,https://dongne.co/event/game07/circles/639553,제7회 오락관,Day2,오오에
-,"헤세, 하얀",,,,,2sp,오오에 (大穢),미정,,,X,로맨틱,,일러스트,"hexeeeeeeeeee, yan_xoll",https://dongne.co/event/game07/circles/615805,제7회 오락관,Day2,오오에
-,"가자, 즐껨충",,,,,2sp,오오에 (大穢),아이돌리쉬 세븐,,,오오사키X시즈마,섹슈얼,나나세리쿠x이즈미이오리,,"oeoloeol, riversidedoggy",https://dongne.co/event/game07/circles/615157,제7회 오락관,Day2,오오에
-273.15,한천,,,,,1sp,오오에 (大穢),,,"오오사키 히이로, 시오도메 미치오",오오사키X시오도메,로맨틱,,소설,mirukunimikan,https://dongne.co/event/game07/circles/610501,제7회 오락관,Day2,오오에
.,.,,,,,1sp,,,,,,,,,,https://dongne.co/event/game07/circles/598832,제7회 오락관,Day2,
.,"에씨, 물풀빵",,,,,2sp,테일즈런너,붕괴 스타레일,세상에 테런 쁘띠존이 어딨어? 맞아 컨셉충이네,,,,,일러스트,tr_essi,https://dongne.co/event/game07/circles/632881,제7회 오락관,Day2,테일즈런너
.,.,,,,,2sp,,,,,,,,,,https://dongne.co/event/game07/circles/595804,제7회 오락관,Day2,
.,와자뵤,,,,,1sp,오오에 (大穢),,,"오오사키, 아리아케",오오X아리,로맨틱,,기타,030030030h,https://dongne.co/event/game07/circles/615577,제7회 오락관,Day2,오오에
.,아구,,,,,1sp,오오에 (大穢),,,"오오사키,타케시바,신바시",,,오오신,,agoim514,https://dongne.co/event/game07/circles/618162,제7회 오락관,Day2,오오에
.,듀,,,,,1sp,페르소나,,,,,,,,,https://dongne.co/event/game07/circles/615352,제7회 오락관,Day2,페르소나
.,은비,,,,,1sp,,,,,,,,,,https://dongne.co/event/game07/circles/617718,제7회 오락관,Day2,
107명과 만남을 추구하면 안되는걸까 네 안됩니다,"마람지, 장의사",,,,,2sp,오오에 (大穢),,,,오오사키X시즈마,"로맨틱,섹슈얼",,,"maramgee0707, bc4790411",https://dongne.co/event/game07/circles/615916,제7회 오락관,Day2,오오에
10심히 살자 섬 가고 싶으면,열,,,,,1sp,오오에 (大穢),세포신곡,,,오오사키X시오도메,로맨틱,하루레이,"일러스트,만화",ssmm3r,https://dongne.co/event/game07/circles/620190,제7회 오락관,Day2,오오에
16세고등학생 기만의진언 끌어치기,김리타,,,,,1sp,,,전서 등록 100% ,,,,,,,https://dongne.co/event/game07/circles/605719,제7회 오락관,Day2,
3시3끼3지마편,제행무상,,,,,1sp,용과같이,,"나, 천계를 얻었노라!","도지마다이고, 사에지마타이가, 마지마고로",,,,소설,nnnthtrial,https://dongne.co/event/game07/circles/620675,제7회 오락관,Day2,용과같이
3회차가 되서야 어충이 아니게 되었습니다?,거꾸로 생강,,,,,1sp,발더스게이트3,,,올컴패니언/할신,,,,일러스트,gingerbread_csi,https://dongne.co/event/game07/circles/606813,제7회 오락관,Day2,발더스게이트3
4n세디스마스아저씨인생최후의영거리사격,스트리크닌,,,,,1sp,다키스트 던전,"다크 소울, 핫라인 마이애미",,,,해당없음,,"소설,기타",hrdwrdslfdstrct,https://dongne.co/event/game07/circles/617085,제7회 오락관,Day2,다키스트 던전
55세 콧수염아저씨가 공주일 수 있는거임? 엠릭도?,JUAN,,,,,2sp,"드래곤에이지(베일가드, 인퀴지션)",,바이오웨어 통합 쁘띠존,엠릭 볼카린,엠릭X루크,"로맨틱,섹슈얼",블랙월x인퀴지터 등,"만화,일러스트,소설",juanicillin_bdg,https://dongne.co/event/game07/circles/599196,제7회 오락관,Day2,"드래곤에이지(베일가드, 인퀴지션)"
60세 마지마 할아버지 최후의 끌어치기,묵,,,,,1sp,용과같이,,"나, 천계를 얻었노라!","마지마고로, 키류카즈마",마지마고로X키류카즈마,"로맨틱,섹슈얼",,"만화,일러스트",mungmenk,https://dongne.co/event/game07/circles/609211,제7회 오락관,Day2,용과같이
7기까지정권지르기,"파잉, 88",,,,,2sp,트위스티드 원더랜드,앙상블 스타즈,,,,로맨틱,,만화,"p2y_ng, tgf88888888",https://dongne.co/event/game07/circles/603848,제7회 오락관,Day2,트위스티드 원더랜드
<GROUND ZERO> 아직도 이 게임 하세요? 네~⟡ ✧ ✦ ⋆ ⭒,그로제,,,,,2sp,"데빌 메이 크라이, 록맨, 바이오하자드, 소닉",,,"네로, 단테, 버질, 포르테, 롤, 레온 S. 케네디, 에이다 웡, 소닉 더 헤지혹, 에이미 로즈, 메탈 소닉, 크림 더 래빗, 에멜",,로맨틱,"포르롤(조합), 소나미(조합, 커플링), 메타미(조합), 크레멜(조합)","소설,만화,기타",_0723_1204,https://dongne.co/event/game07/circles/594982,제7회 오락관,Day2,"데빌 메이 크라이, 록맨, 바이오하자드, 소닉"
<MegaVolt><SAND LAKE> 로보트가 나와요 ,새벽네시,,,,,2sp,"록맨 , 디트로이트 비컴 휴먼",,,,행크X코너,,,"소설,만화",,https://dongne.co/event/game07/circles/605672,제7회 오락관,Day2,"록맨 , 디트로이트 비컴 휴먼"
<전서 등록 100%> 주최부스,전서 등록 100%,,,,,2sp,,,전서 등록 100% ,,,,,,psn_petit,https://dongne.co/event/game07/circles/652168,제7회 오락관,Day2,
<확률론적 겜블링 메이트> 주최부스,확률론적 겜블링 메이트,,,,,2sp,,,확률론적 겜블링 메이트,"Dr. 레이시오, 어벤츄린",,로맨틱,,기타,ratiorine416,https://dongne.co/event/game07/circles/652204,제7회 오락관,Day2,
ACS LOAD LIMIT,특이점,,,,,1sp,아머드 코어 6,"다크소울, 엘든링, 엘든링 밤의 통치자, 블러드본",,"로더4, 스틸 헤이즈, 헤드 브링어, 록 스미스, 라이거 테일, 채티 스틱, 솔라, 지크마이어, 추적자",,,,"일러스트,소설",_4_singularity,https://dongne.co/event/game07/circles/604120,제7회 오락관,Day2,아머드코어VI
AM01:00,한시,,,,,1sp,프로젝트 세카이,,,"카미시로 루이, 텐마 츠카사",카미시로 루이X텐마 츠카사,로맨틱,,만화,hns_iiiii,https://dongne.co/event/game07/circles/596348,제7회 오락관,Day2,프로젝트 세카이
Amabilena,Lena,,,,,1sp,,,,,,,,,amabilenas2,https://dongne.co/event/game07/circles/611875,제7회 오락관,Day2,
BURN MY PANCAKE,"몰르는개산책, PA  !",,,,,1sp,페르소나3,페르소나 5,전서 등록 100% ,,,,,만화,,https://dongne.co/event/game07/circles/602964,제7회 오락관,Day2,페르소나 3
Check!,케토,,,,,1sp,페르소나4,"페르소나3, 페르소나5",전서 등록 100% ,,주인공X하나무라 요스케,"로맨틱,섹슈얼",,"만화,일러스트",kettodango,https://dongne.co/event/game07/circles/595728,제7회 오락관,Day2,페르소나4
CHOCO*BAR,쵸푸,,,,,1sp,붕괴 스타레일,,확률론적 겜블링 메이트,"레이시오, 어벤츄린",,"로맨틱,섹슈얼",,만화,chyo_oop,https://dongne.co/event/game07/circles/617138,제7회 오락관,Day2,붕괴:스타레일
crazy고구마 목장,"니어, jou, kigakuruu",,,,,2sp,메타포 : 리판타지오,"페르소나, 포켓몬",,"스트롤, 주인공",,,,일러스트,"near__near__, 4sssst, ki_kuru_kuru",https://dongne.co/event/game07/circles/619230,제7회 오락관,Day2,메타포 리판타지오
Entry,뜗뗇,,,,,4sp,포켓몬스터,"발로란트, 이터널 리턴",,,,,,일러스트,,https://dongne.co/event/game07/circles/605180,제7회 오락관,Day2,포켓몬스터
Esquier,스콰이어,,,,,2sp,스타레일,,확률론적 겜블링 메이트,,,,,,,https://dongne.co/event/game07/circles/607608,제7회 오락관,Day2,스타레일
FPS 중소기업,만트라슈,,,,,1sp,페이트/그랜드 오더,"페르소나5, 스플래툰3",,,로마니X구다코,로맨틱,,"만화,일러스트",_3h0_,https://dongne.co/event/game07/circles/604299,제7회 오락관,Day2,페이트/그랜드 오더
Fry me to the Moon...,"CON, 안경",,,,,2sp,페르소나3,,전서 등록 100% ,모치즈키 료지,,해당없음,,만화,"hazaotoko, megane_gamezip",https://dongne.co/event/game07/circles/597200,제7회 오락관,Day2,페르소나3
House of Szarr,낙엽,,,,,1sp,발더스게이트3,,,"아스타리온 안쿠닌, 카사도어 자르,  벨리오스, 도넬라 자르",카사도어X아스타리온,해당없음,"벨리오스x카사도어, 벨리오스x도넬라",일러스트,ch01r_,https://dongne.co/event/game07/circles/604792,제7회 오락관,Day2,발더스 게이트 3
J.M.T=JESUS MAJI TENSHI,슼,,,,,2sp,소년기의 끝,,,,캄파넬라X조반니,"로맨틱,섹슈얼",,"만화,일러스트",,https://dongne.co/event/game07/circles/603855,제7회 오락관,Day2,소년기의 끝
load memories,yeri,,,,,1sp,"(쯔꾸르게임)ib , 살육의 천사, 피학의 노엘",에픽세븐,,"이브, 노엘, 레이첼",,,,게임,123yaein,https://dongne.co/event/game07/circles/618482,제7회 오락관,Day2,"(쯔꾸르게임)ib , 살육의 천사, 피학의 노엘"
OOXX,gapamopa,,,,,1sp,페르소나 시리즈,진여신전생 및 그외…,전서 등록 100% ,"페르소나 3주인공, 4주인공",,,,"만화,일러스트",gapamopa,https://dongne.co/event/game07/circles/606599,제7회 오락관,Day2,페르소나 시리즈
P13으로 살아남기,신입사원,,,,,1sp,붕괴 스타레일,,확률론적 겜블링 메이트,"레이시오, 어벤츄린",레이시오X어벤츄린,"로맨틱,섹슈얼",,"만화,소설",ritblackstar_24,https://dongne.co/event/game07/circles/597721,제7회 오락관,Day2,붕괴: 스타레일
Pale sequence,루셰,,,,,1sp,페이트 그랜드 오더,,,"아르주나, 카르나",,,,소설,jun4k4ru,https://dongne.co/event/game07/circles/618992,제7회 오락관,Day2,페이트 그랜드 오더
Pm09:28,絞,,,,,2sp,오오에 (大穢),,,오오사키 / 아리아케,오오사키X아리아케,해당없음,,,pm_09_28,https://dongne.co/event/game07/circles/608505,제7회 오락관,Day2,오오에
"RGB 0,0,255",SB,,,,,1sp,페르소나 시리즈,메타포: 리 판타지오,전서 등록 100% ,,,,,,salt_richhh,https://dongne.co/event/game07/circles/603974,제7회 오락관,Day2,페르소나 시리즈
Runners cafe,바햄,,,,,1sp,테일즈런너,,세상에 테런 쁘띠존이 어딨어? 맞아 컨셉충이네,,,,,,,https://dongne.co/event/game07/circles/618101,제7회 오락관,Day2,테일즈런너
Studio Rio ,Rio ,,,,,2sp,포켓몬스터,,,,,,,게임,riodrawsstuff,https://dongne.co/event/game07/circles/604580,제7회 오락관,Day2,포켓몬스터
WAY BACK HOME,B333,,,,,1sp,페르소나4,,전서 등록 100% ,,,,,"일러스트,만화",,https://dongne.co/event/game07/circles/602694,제7회 오락관,Day2,페르소나4
You Have My Word.,종자바로앤솔로지,,,,,1sp,역전재판,,,"아소기 카즈마, 바로크 반직스",아소기 카즈마X바로크 반직스,"로맨틱,섹슈얼",,"만화,소설,일러스트",tgaa_asobaro_,https://dongne.co/event/game07/circles/596188,제7회 오락관,Day2,대역전재판
[주] [인공],함미,,,,,1sp,"페르소나5, 페르소나3",,전서 등록 100% ,,,,,,hham_me,https://dongne.co/event/game07/circles/639160,제7회 오락관,Day2,"페르소나5, 페르소나3"
★8 입맞춤+,HAYO(yume),,,,,1sp,마비노기 모바일,,,리시타,리시타X하니에르(드림주),로맨틱,,"만화,일러스트",hayoyume,https://dongne.co/event/game07/circles/612217,제7회 오락관,Day2,마비노기 모바일
♡,제쯔보,,,,,2sp,오오에 (大穢),페르소나5,,,,,,"일러스트,공예",cpcp_in,https://dongne.co/event/game07/circles/610955,제7회 오락관,Day2,오오에
